//以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。
📺央视频道,#genre#
CCTV-9纪录,http://124.90.44.40:6060/010/2/00000001000000060000000000000473/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-10科教,http://124.90.44.40:6060/010/2/00000001000000060000000000000474/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-11戏曲,http://124.90.44.40:6060/010/2/20002000000000010000000002750676/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-12社会与法,http://124.90.44.40:6060/010/2/00000001000000060000000000000476/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-13新闻,http://124.90.44.40:6060/010/2/00000001000000060000000000000793/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-14少儿,http://124.90.44.40:6060/010/2/00000001000000060000000000000477/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-15音乐,http://124.90.44.40:6060/010/2/00000001000000060000000000000437/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
CCTV-16奥林匹克,http://124.90.44.40:6060/010/2/01000010000000060000000000002805/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
CCTV-17农业农村,http://124.90.44.40:6060/010/2/00000001000000060000000000000799/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通

CCTV-5⁺体育赛事,http://124.90.44.40:6060/010/2/00000001000000060000000000000788/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
CCTV-4K,https://5266.kstore.space/k-web/ku9/js/cctvnews.js?id=cctv4k
CCTV-4欧洲,http://go.bkpcp.top/mg/cctv4o$五
CCTV-4美洲,http://go.bkpcp.top/mg/cctv4m$五

CETV-1,http://124.90.44.40:6060/010/2/00000001000000060000000000000432/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
CETV-2,http://120.87.103.8:45213/rtp/239.0.1.210:4120$广东联通

CETV-4,http://124.90.44.40:6060/010/2/00000001000000060000000000000632/1000.m3u8?virtualDomain=010.live_hls.zte.com$浙江联通
CETV-1,http://120.87.103.8:45213/rtp/239.0.1.240:4120$广东联通
CETV-1,http://120.87.103.8:45213/rtp/239.0.1.43:4120$广东联通
CETV-4,http://120.87.103.8:45213/rtp/239.0.1.211:4121$广东联通
CETV-1,http://e1.woc.iiiya.cn:18888/rtp/239.61.2.167:8990$褔建电信组播
CETV-2,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.6:9554$褔建电信组播
CETV-4,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.15:9608$褔建电信组播
CETV-2,http://120.87.103.8:45213/rtp/239.0.1.210:4120$广东联通
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV-2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226718/1.m3u8
CETV-2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=58dbb8ad5ad539c0da365c819615222219346bbe2fa8d6e4231da9ad89c4faf34adbae451bebfa99d9b8c9eda32e04a0066231dfd40496610efa4bee9ad5f110baee36b6f4098850d6b507505f
CETV-2,https://migu.188766.xyz/?migutoken=98daa3ba4c81372351b73d9075023b9b&id=CETV2&type=yy
CETV-2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227329/index.m3u8
CETV-2,https://cc06.tv12.xyz/24.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-2,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8

CETV-1,http://101.200.122.188:1234/923287154$咪咕视频
CETV-2,http://101.200.122.188:1234/923287211$咪咕视频
CETV-4,http://101.200.122.188:1234/923287339$咪咕视频
老故事,http://101.200.122.188:1234/884121956$咪咕视频
发现之旅,http://101.200.122.188:1234/624878970$咪咕视频
中学生,http://101.200.122.188:1234/708869532$咪咕视频
CGTN,http://101.200.122.188:1234/609017205$咪咕视频
中学生,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.73:9956$褔建电信组播
发现之旅,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.74:9962$褔建电信组播
CCTV-1综合,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.60:9878$褔建电信组播
老故事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=20260120040206227906c1389f42ada149831d1bb9d96a&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260120040206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=218.28.233.106&SecurityKey=20260120040206&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=ZQ-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1472a7a436ac0fb5d3a91794b528e28c
中学生,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?msisdn=20260120040206c502a956a59a4de5b041b3f9ab104962&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260120040206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=218.28.233.106&SecurityKey=20260120040206&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=ZQ-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dad81b581e909d23789838cf278d8fdc
发现之旅,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=202601200402066222d816029e47729e53c5619e41264d&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260120040206&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=218.28.233.106&SecurityKey=20260120040206&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=ZQ-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0b856b38302d789d324f696b40984816
中学生,https://migu.188766.xyz/?migutoken=4889b3da2ffcecbe2ce9ab148f908c33&id=%E4%B8%AD%E5%AD%A6%E7%94%9F&type=yy
老故事,https://migu.188766.xyz/?migutoken=1dc9c470ee3e0d7a6f9a6acb288343d1&id=%E8%80%81%E6%95%85%E4%BA%8B&type=yy
发现之旅,https://migu.188766.xyz/?migutoken=7093d247c5b516b99dc1c3a19f4c043a&id=%E5%8F%91%E7%8E%B0%E4%B9%8B%E6%97%85&type=yy
中国天气,http://38.75.136.137:98/gslb/dsdqpub/zgqx.m3u8?auth=testpub$澜露直播
中国天气,http://101.200.122.188:1234/959986621



CCTV-1综合,http://139.227.221.119:9901/tsfile/live/0001_1.m3u8$上海黄埔联通
CCTV-2财经,http://139.227.221.119:9901/tsfile/live/0002_1.m3u8$上海黄埔联通
CCTV-3综艺,http://139.227.221.119:9901/tsfile/live/0003_1.m3u8$上海黄埔联通
CCTV-4中文国际,http://139.227.221.119:9901/tsfile/live/0004_1.m3u8$上海黄埔联通
CCTV-5体育,http://139.227.221.119:9901/tsfile/live/0005_1.m3u8$上海黄埔联通
CCTV-6电影,http://139.227.221.119:9901/tsfile/live/0006_1.m3u8$上海黄埔联通
CCTV-7国防军事,http://139.227.221.119:9901/tsfile/live/0007_1.m3u8$上海黄埔联通
CCTV-8电视剧,http://139.227.221.119:9901/tsfile/live/0008_1.m3u8$上海黄埔联通
CCTV-9纪录,http://139.227.221.119:9901/tsfile/live/0009_1.m3u8$上海黄埔联通
CCTV-10科教,http://139.227.221.119:9901/tsfile/live/0010_1.m3u8$上海黄埔联通
CCTV-11戏曲,http://139.227.221.119:9901/tsfile/live/0011_1.m3u8$上海黄埔联通
CCTV-12社会与法,http://139.227.221.119:9901/tsfile/live/0012_1.m3u8$上海黄埔联通
CCTV-13新闻,http://139.227.221.119:9901/tsfile/live/0013_1.m3u8$上海黄埔联通
CCTV-14少儿,http://139.227.221.119:9901/tsfile/live/0014_1.m3u8$上海黄埔联通
CCTV-15音乐,http://139.227.221.119:9901/tsfile/live/0015_1.m3u8$上海黄埔联通
CGTN,http://139.227.221.119:9901/tsfile/live/1001_1.m3u8$上海黄埔联通

CCTV-1综合,http://111.221.137.234:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-1综合,http://36.36.200.196:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-1综合,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-2财经,http://111.221.137.234:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-2财经,http://36.36.200.196:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-2财经,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-3综艺,http://111.221.137.234:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-3综艺,http://36.36.200.196:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-3综艺,http://111.221.137.155:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-4中文国际,http://111.221.137.234:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-4中文国际,http://36.36.200.196:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-4中文国际,http://111.221.137.155:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5体育,http://111.221.137.234:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5体育,http://36.36.200.196:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5体育,http://111.221.137.155:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5⁺体育赛事,http://111.221.137.234:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5⁺体育赛事,http://36.36.200.196:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-5⁺体育赛事,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-6电影,http://111.221.137.234:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-6电影,http://36.36.200.196:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-6电影,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-7国防军事,http://111.221.137.234:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-7国防军事,http://36.36.200.196:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-7国防军事,http://111.221.137.155:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-8电视剧,http://111.221.137.234:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-8电视剧,http://36.36.200.196:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-8电视剧,http://111.221.137.155:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-9纪录,http://111.221.137.234:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-9纪录,http://36.36.200.196:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-9纪录,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-10科教,http://111.221.137.234:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-10科教,http://36.36.200.196:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-10科教,http://111.221.137.155:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-11戏曲,http://111.221.137.234:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-11戏曲,http://36.36.200.196:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-11戏曲,http://111.221.137.155:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-12社会与法,http://111.221.137.234:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-12社会与法,http://36.36.200.196:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-12社会与法,http://111.221.137.155:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-13新闻,http://111.221.137.234:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-13新闻,http://36.36.200.196:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-13新闻,http://111.221.137.155:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-14少儿,http://111.221.137.234:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-14少儿,http://36.36.200.196:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-14少儿,http://111.221.137.155:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
CCTV-15音乐,http://111.221.137.234:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$海燕0117
